Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,30-255,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nobel Mendy,fr FRA,DF,Rayo Vallecano,21-168,2004,14,13,1124,12.5,2,0,2,2,0,0,3,1,0.16,0.00,0.16,0.16,0.16,Matches
Alejandro Mestanza,es ESP,MF,Getafe,21-073,2004,3,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Georges Mikautadze,ge GEO,FW,Villarreal,25-110,2000,18,12,1089,12.1,7,4,11,7,0,0,0,0,0.58,0.33,0.91,0.58,0.91,Matches
Éder Militão,br BRA,DF,Real Madrid,28-031,1998,13,12,1000,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
Luis Milla,es ESP,MF,Getafe,31-134,1994,23,23,2024,22.5,0,8,8,0,0,0,3,1,0.00,0.36,0.36,0.00,0.36,Matches
Pere Milla,es ESP,"MF,FW",Espanyol,33-148,1992,22,20,1504,16.7,6,0,6,6,0,0,4,1,0.36,0.00,0.36,0.36,0.36,Matches
Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,26-281,1999,21,14,1261,14.0,1,2,3,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,Matches
Bojan Miovski,mk MKD,FW,Girona,26-239,1999,1,1,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rafa Mir,es ESP,"FW,MF",Elche,28-245,1997,19,15,1314,14.6,6,0,6,6,0,1,1,0,0.41,0.00,0.41,0.41,0.41,Matches
Johan Mojica,co COL,DF,Mallorca,33-181,1992,24,20,1849,20.5,0,3,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
Alberto Moleiro,es ESP,"MF,FW",Villarreal,22-141,2003,22,19,1500,16.7,9,4,13,9,0,0,2,0,0.54,0.24,0.78,0.54,0.78,Matches
Nahuel Molina,ar ARG,DF,Atlético Madrid,27-318,1998,16,8,726,8.1,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
Jon Moncayola,es ESP,MF,Osasuna,27-281,1998,22,21,1842,20.5,0,4,4,0,0,0,5,0,0.00,0.20,0.20,0.00,0.20,Matches
Jano Monserrate,es ESP,MF,Atlético Madrid,20-021,2006,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jorge Montes,es ESP,DF,Getafe,21-349,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Diego Morcillo,es ESP,FW,Alavés,22-245,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Álex Moreno,es ESP,"DF,MF",Girona,32-255,1993,21,20,1845,20.5,0,3,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches
Gerard Moreno,es ESP,FW,Villarreal,33-317,1992,12,10,721,8.0,7,0,7,5,2,2,0,0,0.87,0.00,0.87,0.62,0.62,Matches
Matias Moreno,ar ARG,DF,Levante,22-147,2003,15,14,1153,12.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Tete Morente,es ESP,MF,Elche,29-076,1996,1,1,84,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Mateu Morey,es ESP,"DF,MF",Mallorca,25-353,2000,14,8,614,6.8,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches
Ilaix Moriba,gn GUI,MF,Celta Vigo,23-030,2003,24,17,1586,17.6,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
Manu Morlanes,es ESP,MF,Mallorca,27-037,1999,18,12,949,10.5,1,0,1,1,0,0,4,1,0.09,0.00,0.09,0.09,0.09,Matches
Raúl Moro,es ESP,MF,Osasuna,23-075,2002,3,2,172,1.9,0,1,1,0,0,0,0,0,0.00,0.52,0.52,0.00,0.52,Matches
Santiago Mouriño,uy URU,DF,Villarreal,24-005,2002,16,15,1339,14.9,0,1,1,0,0,0,8,1,0.00,0.07,0.07,0.00,0.07,Matches
Aihen Muñoz,es ESP,DF,Real Sociedad,28-186,1997,16,7,686,7.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Iker Muñoz,es ESP,MF,Osasuna,23-105,2002,10,4,518,5.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Javier Muñoz,es ESP,"MF,FW",Getafe,30-355,1995,13,4,488,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Víctor Muñoz,es ESP,"MF,FW",Osasuna,22-220,2003,24,22,1816,20.2,4,1,5,4,0,0,2,0,0.20,0.05,0.25,0.20,0.25,Matches
Vedat Muriqi,xk KVX,FW,Mallorca,31-300,1994,23,22,1882,20.9,16,1,17,11,5,6,2,1,0.77,0.05,0.81,0.53,0.57,Matches
Juan Musso,ar ARG,GK,Atlético Madrid,31-288,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Natan,br BRA,DF,Real Betis,25-012,2001,22,22,1894,21.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Pau Navarro,es ESP,DF,Villarreal,20-299,2005,11,11,912,10.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Roberto Navarro,es ESP,MF,Athletic Club,23-312,2002,20,6,749,8.3,5,1,6,5,0,0,1,0,0.60,0.12,0.72,0.60,0.72,Matches
Martim Neto,pt POR,MF,Elche,23-035,2003,20,12,1072,11.9,2,4,6,2,0,0,1,0,0.17,0.34,0.50,0.17,0.50,Matches
Yvan Neyou,cm CMR,MF,Getafe,29-046,1997,5,0,67,0.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Cyril Ngonge,be BEL,MF,Espanyol,25-268,2000,2,1,87,1.0,0,1,1,0,0,0,0,0,0.00,1.03,1.03,0.00,1.03,Matches
Tanguy Nianzou,fr FRA,DF,Sevilla,23-256,2002,8,4,405,4.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Randy Nteka,ao ANG,"FW,MF",Rayo Vallecano,28-074,1997,7,0,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Álvaro Núñez,es ESP,"DF,MF",Elche,25-226,2000,19,19,1647,18.3,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
Unai Núñez,es ESP,DF,Valencia,29-019,1997,2,2,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ørjan Nyland,no NOR,GK,Sevilla,35-161,1990,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Allan Nyom,cm CMR,DF,Getafe,37-284,1988,10,4,275,3.1,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
Jan Oblak,si SVN,GK,Atlético Madrid,33-042,1993,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Job Ochieng',ke KEN,FW,Real Sociedad,23-032,2003,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Álvaro Odriozola,es ESP,DF,Real Sociedad,30-066,1995,4,2,198,2.2,1,0,1,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches
Olasagasti,es ESP,MF,Levante,25-186,2000,19,4,562,6.2,1,2,3,1,0,0,2,0,0.16,0.32,0.48,0.16,0.48,Matches
Dani Olmo,es ESP,MF,Barcelona,27-287,1998,19,13,1203,13.4,6,6,12,6,0,0,0,0,0.45,0.45,0.90,0.45,0.90,Matches
Tani Oluwaseyi,ca CAN,FW,Villarreal,25-279,2000,19,5,628,7.0,2,1,3,2,0,0,1,0,0.29,0.14,0.43,0.29,0.43,Matches
Aimar Oroz,es ESP,"MF,FW",Osasuna,24-083,2001,18,15,1322,14.7,0,2,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches
Ángel Ortíz,es ESP,DF,Real Betis,21-208,2004,10,5,427,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Asier Osambela,es ESP,DF,Osasuna,22-010,2004,10,2,284,3.2,1,0,1,1,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches
Azzedine Ounahi,ma MAR,MF,Girona,25-305,2000,10,9,780,8.7,3,1,4,3,0,0,5,0,0.35,0.12,0.46,0.35,0.46,Matches
Mikel Oyarzabal,es ESP,FW,Real Sociedad,28-303,1997,21,21,1798,20.0,10,3,13,6,4,4,2,0,0.50,0.15,0.65,0.30,0.45,Matches
Jon Pacheco,es ESP,DF,Alavés,25-041,2001,18,17,1501,16.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,31-053,1994,22,20,1641,18.2,2,3,5,0,2,3,7,0,0.11,0.16,0.27,0.00,0.16,Matches
Diego Pampín,es ESP,DF,Levante,25-340,2000,5,3,278,3.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Victor Parada,es ESP,DF,Alavés,23-320,2002,17,12,1085,12.1,0,1,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches
Aitor Paredes,es ESP,DF,Athletic Club,25-295,2000,17,16,1450,16.1,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
Daniel Parejo,es ESP,MF,Villarreal,36-308,1989,20,12,1014,11.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Thomas Partey,gh GHA,MF,Villarreal,32-250,1993,14,7,668,7.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Alfonso Pedraza,es ESP,DF,Villarreal,29-315,1996,17,12,1060,11.8,1,2,3,1,0,0,5,0,0.08,0.17,0.25,0.08,0.25,Matches
Pedri,es ESP,MF,Barcelona,23-085,2002,16,14,1214,13.5,2,5,7,2,0,0,2,1,0.15,0.37,0.52,0.15,0.52,Matches
Adrià Pedrosa,es ESP,"DF,MF",Elche,27-281,1998,15,6,732,8.1,1,1,2,1,0,0,4,0,0.12,0.12,0.25,0.12,0.25,Matches
Adrià Pedrosa,es ESP,"DF,MF",Sevilla,27-281,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Iñaki Peña,es ESP,GK,Elche,26-353,1999,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nicolas Pépé,ci CIV,"FW,MF",Villarreal,30-265,1995,22,14,1343,14.9,3,3,6,3,0,0,2,0,0.20,0.20,0.40,0.20,0.40,Matches
Peque,es ESP,"MF,FW",Sevilla,23-137,2002,20,11,871,9.7,2,1,3,2,0,0,6,0,0.21,0.10,0.31,0.21,0.31,Matches
Ángel Pérez,es ESP,DF,Alavés,23-173,2002,2,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ayoze Pérez,es ESP,FW,Villarreal,32-204,1993,15,6,614,6.8,2,3,5,2,0,0,2,0,0.29,0.44,0.73,0.29,0.73,Matches
Francisco Perez,es ESP,"MF,FW",Rayo Vallecano,23-162,2002,19,6,767,8.5,2,0,2,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches
Joselu Pérez,es ESP,DF,Getafe,21-343,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Nacho Pérez,es ESP,DF,Levante,17-170,2008,1,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Léo Pétrot,fr FRA,"DF,MF",Elche,28-309,1997,21,10,935,10.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Charles Pickel,cd COD,MF,Espanyol,28-279,1997,15,3,468,5.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Lander Pinillos,es ESP,MF,Alavés,22-135,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Yeremi Pino,es ESP,MF,Villarreal,23-121,2002,2,2,159,1.8,0,1,1,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,Matches
Portu,es ESP,"FW,MF",Girona,33-273,1992,10,4,474,5.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Beñat Prados,es ESP,MF,Athletic Club,25-010,2001,2,1,85,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Abdón Prats,es ESP,FW,Mallorca,33-073,1992,9,0,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Javi Puado,es ESP,"MF,FW",Espanyol,27-269,1998,10,8,674,7.5,2,0,2,1,1,2,2,0,0.27,0.00,0.27,0.13,0.13,Matches
Marc Pubill,es ESP,DF,Atlético Madrid,22-243,2003,10,7,686,7.6,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
Dani Raba,es ESP,FW,Valencia,30-112,1995,11,3,252,2.8,0,1,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,Matches
Ionuț Radu,ro ROU,GK,Celta Vigo,28-266,1997,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ugo Raghouber,fr FRA,MF,Levante,22-220,2003,4,3,285,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Antonio Raillo,es ESP,DF,Mallorca,34-133,1991,18,18,1620,18.0,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
Largie Ramazani,be BEL,MF,Valencia,24-356,2001,13,1,288,3.2,2,1,3,1,1,1,2,0,0.62,0.31,0.94,0.31,0.62,Matches
Raphinha,br BRA,"MF,FW",Barcelona,29-066,1996,15,13,929,10.3,8,3,11,7,1,1,2,0,0.78,0.29,1.07,0.68,0.97,Matches
Marcus Rashford,eng ENG,"MF,FW",Barcelona,28-110,1997,21,13,1249,13.9,4,6,10,4,0,0,2,0,0.29,0.43,0.72,0.29,0.72,Matches
Giacomo Raspadori,it ITA,FW,Atlético Madrid,26-000,2000,12,1,236,2.6,0,1,1,0,0,0,1,0,0.00,0.38,0.38,0.00,0.38,Matches
Andrei Ratiu,ro ROU,DF,Rayo Vallecano,27-243,1998,20,20,1747,19.4,0,2,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
Raúl,es ESP,FW,Osasuna,25-107,2000,23,5,711,7.9,4,0,4,4,0,0,1,0,0.51,0.00,0.51,0.51,0.51,Matches
Abde Rebbach,dz ALG,MF,Alavés,27-191,1998,19,8,820,9.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Federico Redondo,ar ARG,MF,Elche,23-031,2003,7,0,67,0.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
Alejandro Rego,es ESP,MF,Athletic Club,22-252,2003,16,3,538,6.0,1,0,1,1,0,0,4,0,0.17,0.00,0.17,0.17,0.17,Matches
Alberto Reina,es ESP,MF,Oviedo,28-162,1997,22,16,1229,13.7,2,0,2,2,0,0,4,1,0.15,0.00,0.15,0.15,0.15,Matches
Vitor Reis,br BRA,DF,Girona,20-037,2006,23,22,1968,21.9,1,1,2,1,0,0,5,1,0.05,0.05,0.09,0.05,0.09,Matches
Álex Remiro,es ESP,GK,Real Sociedad,30-331,1995,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oriol Rey,es ESP,MF,Levante,27-358,1998,12,8,748,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Diego Rico,es ESP,DF,Getafe,32-360,1993,20,16,1532,17.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Clemens Riedel,de GER,DF,Espanyol,22-214,2003,11,8,730,8.1,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
Hugo Rincón,es ESP,DF,Girona,23-022,2003,21,11,1221,13.6,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
Luis Rioja,es ESP,MF,Valencia,32-125,1993,23,19,1627,18.1,2,4,6,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches
Rodrigo Riquelme,es ESP,MF,Real Betis,25-322,2000,17,7,591,6.6,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,30-110,1995,4,4,251,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Joel Roca,es ESP,"MF,FW",Girona,20-256,2005,20,9,847,9.4,1,1,2,1,0,0,3,1,0.11,0.11,0.21,0.11,0.21,Matches
Marc Roca,es ESP,MF,Real Betis,29-084,1996,19,16,1356,15.1,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches
Álvaro Rodríguez,uy URU,FW,Elche,21-219,2004,21,15,1347,15.0,5,4,9,5,0,0,0,0,0.33,0.27,0.60,0.33,0.60,Matches
Damián Rodríguez,es ESP,MF,Celta Vigo,22-338,2003,2,2,150,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Dani Rodríguez,es ESP,"FW,MF",Mallorca,37-257,1988,2,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Guido Rodríguez,ar ARG,MF,Valencia,31-312,1994,2,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Javi Rodríguez,es ESP,DF,Celta Vigo,22-237,2003,20,16,1490,16.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Ricardo Rodríguez,ch SUI,DF,Real Betis,33-177,1992,16,12,1047,11.6,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches
Rodrygo,br BRA,"MF,FW",Real Madrid,25-040,2001,18,6,648,7.2,1,3,4,1,0,0,3,0,0.14,0.42,0.56,0.14,0.56,Matches
Leo Román,es ESP,GK,Mallorca,25-227,2000,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Miguel Román,es ESP,MF,Celta Vigo,23-054,2002,16,11,1041,11.6,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
Carlos Romero,es ESP,DF,Espanyol,24-112,2001,22,22,1947,21.6,4,2,6,4,0,0,2,0,0.18,0.09,0.28,0.18,0.28,Matches
Isaac Romero,es ESP,FW,Sevilla,25-276,2000,18,12,983,10.9,3,0,3,3,0,1,4,1,0.27,0.00,0.27,0.27,0.27,Matches
Iván Romero,es ESP,"FW,MF",Levante,24-314,2001,20,19,1530,17.0,4,1,5,4,0,0,3,0,0.24,0.06,0.29,0.24,0.29,Matches
Zaid Romero,ar ARG,DF,Getafe,26-065,1999,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Salomón Rondón,ve VEN,FW,Oviedo,36-155,1989,16,13,1032,11.5,2,0,2,2,0,1,2,0,0.17,0.00,0.17,0.17,0.17,Matches
Valentin Rosier,fr FRA,"MF,DF",Osasuna,29-183,1996,17,16,1308,14.5,0,1,1,0,0,0,4,1,0.00,0.07,0.07,0.00,0.07,Matches
Rubén,es ESP,DF,Espanyol,25-014,2001,13,4,466,5.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Antonio Rüdiger,de GER,DF,Real Madrid,32-352,1993,8,7,664,7.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Javier Rueda Garcia,es ESP,MF,Celta Vigo,23-286,2002,17,9,874,9.7,2,4,6,2,0,0,4,0,0.21,0.41,0.62,0.21,0.62,Matches
Matteo Ruggeri,it ITA,DF,Atlético Madrid,23-222,2002,17,13,1054,11.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Aitor Ruibal,es ESP,"DF,MF",Real Betis,29-333,1996,19,13,1189,13.2,4,1,5,4,0,0,3,0,0.30,0.08,0.38,0.30,0.38,Matches
Abel Ruiz,es ESP,FW,Girona,26-021,2000,3,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Mathew Ryan,au AUS,GK,Levante,33-316,1992,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Umar Sadiq,ng NGA,FW,Valencia,29-016,1997,6,0,145,1.6,1,0,1,1,0,0,1,0,0.62,0.00,0.62,0.62,0.62,Matches
Umar Sadiq,ng NGA,FW,Real Sociedad,29-016,1997,5,2,153,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Jan Salas,es ESP,MF,Mallorca,20-192,2005,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kike Salas,es ESP,DF,Sevilla,23-301,2002,13,11,1033,11.5,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches
José Salinas,es ESP,DF,Espanyol,25-141,2000,9,2,231,2.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Oihan Sancet,es ESP,MF,Athletic Club,25-299,2000,17,15,1142,12.7,2,0,2,0,2,2,2,1,0.16,0.00,0.16,0.00,0.00,Matches
Álex Sánchez,es ESP,FW,Elche,19-350,2006,1,0,6,0.1,0,1,1,0,0,0,0,0,0.00,15.00,15.00,0.00,15.00,Matches
Alexis Sánchez,cl CHI,"FW,MF",Sevilla,37-061,1988,16,6,784,8.7,2,1,3,1,1,1,1,0,0.23,0.11,0.34,0.11,0.23,Matches
Antonio Sánchez,es ESP,MF,Mallorca,29-048,1997,20,7,781,8.7,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
Juanlu Sánchez,es ESP,"MF,DF",Sevilla,22-187,2003,20,16,1329,14.8,0,2,2,0,0,0,3,1,0.00,0.14,0.14,0.00,0.14,Matches
Borja Sánchez Laborde,es ESP,MF,Oviedo,29-357,1996,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Manu Sánchez,es ESP,DF,Levante,25-178,2000,20,19,1723,19.1,1,1,2,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,Matches
Selton Sánchez,es ESP,MF,Athletic Club,18-363,2007,5,1,146,1.6,0,1,1,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches
Álex Sancris,es ESP,"MF,FW",Getafe,29-031,1997,15,5,630,7.0,0,1,1,0,0,0,3,1,0.00,0.14,0.14,0.00,0.14,Matches
Maroan Sannadi,ma MAR,FW,Athletic Club,25-017,2001,8,2,259,2.9,1,0,1,1,0,0,2,0,0.35,0.00,0.35,0.35,0.35,Matches
Baptiste Santamaria,fr FRA,MF,Valencia,30-346,1995,19,7,754,8.4,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
Yago Santiago,es ESP,MF,Elche,22-309,2003,8,3,273,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Martin Satriano,uy URU,FW,Getafe,24-363,2001,5,5,434,4.8,1,0,1,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches
Nicolás Serrano,es ESP,MF,Athletic Club,22-350,2003,11,4,313,3.5,1,0,1,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches
Kwasi Sibo,gh GHA,MF,Oviedo,27-239,1998,14,10,855,9.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
André Silva,pt POR,FW,Elche,30-104,1995,18,12,1024,11.4,5,0,5,5,0,0,1,0,0.44,0.00,0.44,0.44,0.44,Matches
Giuliano Simeone,ar ARG,MF,Atlético Madrid,23-062,2002,21,18,1589,17.7,2,5,7,2,0,0,1,0,0.11,0.28,0.40,0.11,0.40,Matches
Unai Simón,es ESP,GK,Athletic Club,28-252,1997,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Antonio Sivera,es ESP,GK,Alavés,29-191,1996,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Alex Sola,es ESP,"DF,MF",Getafe,26-254,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Carlos Soler,es ESP,MF,Real Sociedad,29-047,1997,20,14,1289,14.3,2,2,4,2,0,0,2,1,0.14,0.14,0.28,0.14,0.28,Matches
Jhon Solis,co COL,MF,Girona,21-138,2004,12,3,380,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Manor Solomon,il ISR,MF,Villarreal,26-209,1999,6,1,150,1.7,1,1,2,1,0,0,0,0,0.60,0.60,1.20,0.60,1.20,Matches
Hugo Solozabal,es ESP,MF,Getafe,23-011,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
David Soria,es ESP,GK,Getafe,32-320,1993,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Hugo Sotelo,es ESP,MF,Celta Vigo,22-061,2003,14,11,908,10.1,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches
Djibril Sow,ch SUI,MF,Sevilla,29-012,1997,20,17,1303,14.5,3,0,3,3,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches
Carl Starfelt,se SWE,DF,Celta Vigo,30-262,1995,17,15,1311,14.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,21-173,2004,8,1,175,1.9,2,0,2,2,0,0,0,0,1.03,0.00,1.03,1.03,1.03,Matches
Cristhian Stuani,uy URU,FW,Girona,39-129,1986,12,1,219,2.4,3,0,3,0,3,4,2,0,1.23,0.00,1.23,0.00,0.00,Matches
Denis Suárez,es ESP,MF,Alavés,32-043,1994,19,11,979,10.9,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
Gabriel Suazo,cl CHI,"DF,MF",Sevilla,28-193,1997,17,15,1339,14.9,0,2,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,Matches
Luka Sučić,hr CRO,"FW,MF",Real Sociedad,23-163,2002,10,5,405,4.5,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches
Williot Swedberg,se SWE,"FW,MF",Celta Vigo,22-017,2004,17,8,708,7.9,3,0,3,3,0,0,1,0,0.38,0.00,0.38,0.38,0.38,Matches
Wojciech Szczęsny,pl POL,GK,Barcelona,35-306,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
